DATE,MODEL,IC,T
2004-11-01,AdaBoost,0.3897425640374939,1.1595425546266903e-09
2004-11-01,DecisionTree,0.3119708476825543,2.7368778448631114e-12
2004-11-01,LinearRegression,0.21659303981520314,0.0012048063832024987
2004-12-01,AdaBoost,0.22897049888680351,0.00034769128895070767
2004-12-01,DecisionTree,0.2635966084425111,2.5729784087806937e-05
2004-12-01,LinearRegression,0.18583764653340332,0.00450270245187507
2005-01-01,AdaBoost,0.3309583095129353,5.049245294606589e-08
2005-01-01,DecisionTree,0.29823968201447165,9.273024539644754e-18
2005-01-01,LinearRegression,0.37362002002799466,2.6373572056297267e-09
2005-02-01,AdaBoost,0.2525557683691884,0.0001257852535922385
2005-02-01,DecisionTree,0.42317070162297227,3.6433625288025526e-13
2005-02-01,LinearRegression,0.45517942699737,2.026906425312962e-12
2005-03-01,AdaBoost,0.34441681329761037,4.164484563401587e-08
2005-03-01,DecisionTree,0.32054486370226726,5.365238294336088e-20
2005-03-01,LinearRegression,0.3615020506080618,1.7527942135693634e-08
2005-04-01,AdaBoost,0.2824694916374386,2.509113076348045e-06
2005-04-01,DecisionTree,0.3134356384484687,5.764176242346076e-16
2005-04-01,LinearRegression,0.3014032850201454,8.075999610643304e-07
2005-05-01,AdaBoost,0.27627106806527735,6.169179113263071e-06
2005-05-01,DecisionTree,0.29147230439240296,5.574845707586913e-17
2005-05-01,LinearRegression,0.17037488539242635,0.008477338774404717
2005-06-01,AdaBoost,0.3942393245189903,2.1874539370263007e-11
2005-06-01,DecisionTree,0.28907002700838674,5.126334791705171e-16
2005-06-01,LinearRegression,0.29637745810136185,2.89376344552679e-06
2005-07-01,AdaBoost,0.2000198672027879,0.0018493206814878711
2005-07-01,DecisionTree,0.29571390164036404,1.2346751309305164e-16
2005-07-01,LinearRegression,0.15513195832920715,0.016990053156125912
2005-08-01,AdaBoost,0.2931762951027114,9.906953910445427e-07
2005-08-01,DecisionTree,0.3265285084525441,3.94526787229424e-18
2005-08-01,LinearRegression,0.2723019350570731,3.921273788655849e-05
2005-09-01,AdaBoost,0.4020089567682236,2.050564384049254e-11
2005-09-01,DecisionTree,0.32812291119057374,1.0124286519996265e-20
2005-09-01,LinearRegression,0.37534907944326595,8.559186338769268e-10
2005-10-01,AdaBoost,0.2134673393029876,0.0004934997715704746
2005-10-01,DecisionTree,0.3001002059344484,5.9789070709625305e-09
2005-10-01,LinearRegression,0.16744276239150152,0.008060728065839688
2005-11-01,AdaBoost,0.34141920645391033,8.801362607048562e-09
2005-11-01,DecisionTree,0.32161801132858936,7.0528309595952095e-19
2005-11-01,LinearRegression,0.23676304334712922,0.00022452362063745575
2005-12-01,AdaBoost,0.4341045321311443,1.2401628863934287e-14
2005-12-01,DecisionTree,0.3092947326842768,2.578754349892181e-19
2005-12-01,LinearRegression,0.23649729504811418,0.0001023043118604522
2006-01-01,AdaBoost,0.36505436595830176,8.570555837961855e-10
2006-01-01,DecisionTree,0.38723134442890655,9.473030806546757e-14
2006-01-01,LinearRegression,0.3291372242503557,1.4254211924124866e-07
2006-02-01,AdaBoost,0.28975038181687846,1.070145531995921e-06
2006-02-01,DecisionTree,0.2967484721363345,9.692483652906055e-08
2006-02-01,LinearRegression,0.2794612910951052,9.934366713499685e-06
2006-03-01,AdaBoost,0.3856857233225656,2.6069606118830575e-11
2006-03-01,DecisionTree,0.31122513494304604,1.1006486447336073e-17
2006-03-01,LinearRegression,0.3389600270741382,1.5034894472720612e-08
2006-04-01,AdaBoost,0.32681295458311016,1.4604552362932518e-08
2006-04-01,DecisionTree,0.3258431866968184,1.6337995936022898e-10
2006-04-01,LinearRegression,0.4077673888385318,1.5316685259082055e-11
2006-05-01,AdaBoost,0.32174157346670895,1.333366466705599e-07
2006-05-01,DecisionTree,0.33681906413334733,1.3469772854247235e-14
2006-05-01,LinearRegression,0.3135827529737977,5.377750598130856e-07
2006-06-01,AdaBoost,0.42843758183421515,6.230271998029945e-15
2006-06-01,DecisionTree,0.34061152585682686,5.250117793633419e-12
2006-06-01,LinearRegression,0.44092871971284703,4.154172382961149e-13
2006-07-01,AdaBoost,0.3207619872970454,1.6812590712069733e-08
2006-07-01,DecisionTree,0.2499696834275144,4.7351491474870195e-08
2006-07-01,LinearRegression,0.3427326248754269,6.532967228503455e-09
2006-08-01,AdaBoost,0.2614510558962202,3.216195975719583e-05
2006-08-01,DecisionTree,0.28144738529543734,1.508402097400664e-15
2006-08-01,LinearRegression,0.22702110458506325,0.0004475796154111226
2006-09-01,AdaBoost,0.23653493195904024,9.102182693819985e-05
2006-09-01,DecisionTree,0.3032761825929949,7.845870129652184e-19
2006-09-01,LinearRegression,0.23424707767137856,0.00023175819339677528
2006-10-01,AdaBoost,0.4191708112174531,9.772963874718839e-12
2006-10-01,DecisionTree,0.3005913821206168,2.1844650880787747e-17
2006-10-01,LinearRegression,0.3408179044593973,1.1019103210729286e-07
2006-11-01,AdaBoost,0.32256958738327407,3.232492081525571e-07
2006-11-01,DecisionTree,0.2957346511607672,5.50126627749162e-07
2006-11-01,LinearRegression,0.31749323878588204,8.96853412565979e-07
