Sedols
200001
200169
200230
200247
200291
200369
200418
200582
200597
200784
200815
200921
201027
201156
201160
201207
201210
201246
201260
201267
201352
201479
201618
201680
201721
201817
201857
201947
201995
202041
202045
202169
202360
202373
202374
202402
202488
202608
202624
202636
202686
202710
202734
202817
202832
202842
202857
202980
203079
203206
203238
203267
203300
203340
203449
203452
203498
203607
203706
203843
203853
203983
203991
204052
204064
204130
204136
204192
204201
204294
204327
204369
204396
204454
204524
204562
204609
204625
204655
204685
204731
204859
204880
204915
205083
205140
205173
205186
205221
205268
205292
205398
205571
206096
206212
206231
206244
206303
206425
206488
206515
206530
206587
206595
206640
206650
206662
206672
206773
206892
206906
206964
207302
207339
207340
207407
207542
207790
208114
208132
208177
208463
208510
208587
208613
208747
208773
208780
208921
208942
209017
209048
209057
209060
209077
209364
209441
209467
209536
209684
209845
209850
209859
209887
209998
210051
210092
210150
210196
210199
210371
210398
210550
210608
210678
210741
210860
210900
210909
211070
211195
211343
211345
211590
211622
211676
211723
212211
212524
212545
212591
212624
212633
212783
212789
212876
213010
213117
213453
213478
213647
213815
214278
214292
214508
214683
214930
215010
215020
215041
215042
215492
215650
215658
215926
215967
216075
216234
216250
216284
216337
216514
216632
216639
216747
217047
217237
217391
217393
217554
217567
217631
217724
217750
217859
217873
217941
217970
218020
218087
218234
218253
218255
218277
218324
218333
218504
218514
218528
218625
218781
218815
218979
219008
219038
219139
219228
219229
219231
219239
219336
219354
219482
219572
219584
219619
219678
219688
219713
219731
219816
219898
219911
219915
219932
220053
220239
220247
220253
220276
220402
220486
220501
220504
220665
220807
220828
220837
220910
220911
221061
221081
221088
221181
221219
221270
221287
221292
221320
221326
221483
221531
221546
221565
221685
221699
221722
221844
221922
222052
222088
222223
222260
222263
222428
222429
222470
222581
222708
222725
222758
222902
222912
222967
223042
223053
223105
223109
223189
223205
223235
223268
223269
223279
223582
223691
223882
223947
223955
224020
224093
224120
224292
224294
224295
224379
224454
224628
224632
224824
224869
224962
224996
225068
225087
225205
225300
225416
225577
225651
225690
225701
225777
225858
225890
225910
225919
225946
226036
226102
226120
226152
226170
226231
226253
226286
226377
226727
226794
226842
226922
226976
227072
227220
227247
227259
227646
227788
227840
227900
227930
228022
228294
228367
228408
228476
228672
228840
228875
228987
229381
229517
229567
229594
229657
229692
229693
229790
229838
229859
229901
230105
230223
230358
230422
230571
230584
230870
230885
230993
231019
231025
231052
231171
231207
231273
231340
231442
231535
231565
231661
231708
231802
231914
231915
231941
232014
232052
232082
232209
232459
232509
232550
232661
232749
232860
232880
232891
232937
232977
233029
233122
233143
233226
233388
233393
233415
233674
233925
233943
234016
234021
234062
234080
234093
234143
234148
234172
234186
234203
234346
234366
234409
234433
234471
234502
234507
234530
234650
235052
235068
235144
235211
235301
235320
235558
235576
235658
235950
236032
236075
236212
236318
236516
236580
236679
236702
236730
236748
236759
236796
236803
236917
236930
236985
237276
237406
237415
237417
237564
237780
237820
237853
237950
238017
238025
238044
238049
238081
238086
238241
238289
238354
238455
238599
238601
238602
238710
238719
238801
239390
239397
239708
239718
239868
240042
240124
240212
240456
240487
240530
240796
240957
240961
241105
241113
241206
241270
241303
241322
241327
241407
241421
241458
241520
241677
241696
241697
241776
241786
241792
241798
241816
241847
241862
241921
241924
242010
242064
242117
242217
242244
242280
242461
242525
242592
242759
242798
242800
242804
242909
242976
242998
243041
243184
243279
243353
243384
243420
243524
243571
243707
243726
243774
243795
243953
244027
244063
244205
244207
244368
244379
244447
244506
244541
244596
244721
245191
245237
245256
245301
245444
245596
245602
245661
245755
245811
245902
245920
246031
246187
246222
246243
246261
246324
246416
246497
246525
246538
246573
246632
246905
246919
246945
247178
247194
247195
247236
247275
247313
247459
247583
247592
247619
247680
247715
247814
247972
248013
248067
248345
248370
248408
248438
248468
248507
248511
248681
248740
248761
248812
248909
249050
249079
249091
249159
249183
249233
249353
249384
249450
249534
249552
249611
249639
249726
249740
249771
249899
250031
250224
250320
250347
250399
250456
250745
250778
250840
250964
250975
251061
251068
251072
251132
251190
251192
251368
251382
251589
251615
251637
251681
251683
251685
251738
251774
251895
252015
252209
252302
252304
252333
252428
252438
252611
252711
252816
252835
252984
253183
253524
253676
253730
253757
254027
254131
254196
254204
254396
254584
254660
254704
254705
254732
254741
254861
254951
255016
255070
255187
255192
255195
255320
255686
256120
256249
256312
256613
256643
256711
256721
256750
256765
256774
256813
257020
257054
257100
257188
257207
257230
257294
257320
257375
257376
257389
257431
257581
257589
257635
257651
257681
257694
257760
257838
257846
257851
258098
258357
258369
258612
258749
258783
258808
258814
258817
258818
258913
258919
258973
259077
259093
259152
259174
259217
259368
259422
259443
259465
259570
259660
259869
259893
259914
260024
260132
260254
260420
260433
260555
260756
260764
260834
261120
261273
261399
261415
261480
261511
261546
261613
261687
261977
262039
262360
262366
262391
262435
262446
262448
262504
262531
262610
262692
262782
263064
263149
263200
263265
263293
263480
263507
263570
263625
263660
263778
263950
263993
264014
264076
264182
264183
264189
264483
264507
264540
264866
264880
264910
265074
265079
265093
265108
265368
265432
265436
265446
265540
265558
265598
265606
265642
265775
265780
265844
265852
265910
265958
265977
266156
266352
266426
266519
266586
266775
266880
266991
266992
267051
267150
267193
267253
267268
267325
267445
267509
267586
267636
267760
267764
267920
267996
268030
268090
268140
268151
268180
268210
268279
268470
268500
268571
268610
268664
268793
268814
268956
268969
269020
269050
269083
269130
269203
269239
269263
269266
269268
269274
269293
269342
269398
269592
269683
269847
269878
269951
270127
270188
270209
270233
270279
270403
270440
270478
270502
270526
270564
270587
270633
270670
270767
270782
270884
271003
271055
271165
271201
271331
271444
271468
271492
271732
271748
271755
271806
271899
271945
271958
271995
272196
272419
272447
272617
272695
272711
272791
272842
272895
272906
272940
273008
273019
273032
273119
273254
273263
273290
273309
273358
273494
273603
273812
273922
274054
274124
274424
274520
274671
274682
274730
274960
275268
275406
275490
275570
275615
275617
275730
275761
275805
275914
276066
276110
276203
276356
276418
276468
276580
276680
276716
276722
276738
276866
276950
276979
277884
277920
277923
277939
